id,tweet_text
1158,@AppleSupport Password keeps getting rejected even though I know it's correct #17
1159,@AppleSupport I'm locked out of my account. I've tried everything and nothing works!
1160,@AppleSupport My Apple ID was hacked and I cannot regain access. I'm reporting this to the police
1161,@AppleSupport Password keeps getting rejected even though I know it's correct #16
1162,@AppleSupport iCloud sync stopped working — my photos aren't backing up #15
1163,@AppleSupport Purchased wrong app — can I get a refund within 24 hours? #17
1164,@AppleSupport My iPhone overheats significantly when charging and using Maps #15
1165,@AppleSupport My Apple ID is linked to an old email I no longer have access to #17
1166,@AppleSupport My Apple Watch won't pair with my new iPhone 15
1167,@AppleSupport My Apple ID is linked to an old email I no longer have access to #17
1168,@AppleSupport Bluetooth keeps disconnecting on my AirPods Pro every 5 minutes #15
1169,@AppleSupport My account was disabled without warning. I never violated any terms! #14
1170,@AppleSupport Touch ID stopped recognizing my fingerprint out of nowhere #17
1171,@AppleSupport Does Apple Watch Series 8 work without an iPhone nearby? #17
1172,@AppleSupport URGENT: Someone has full access to my email and Apple account. Emergency!
1173,@AppleSupport Verification code not coming through even after 3 attempts #16
1174,@AppleSupport Bought an app that doesn't work as described. How do I get a refund? #14
1175,@AppleSupport Safari crashes immediately on my Mac when visiting most websites #14
1176,@AppleSupport iCloud sync stopped working — my photos aren't backing up #17
1177,@AppleSupport Night Mode camera is absolutely stunning. Best phone camera ever #16
1178,@AppleSupport My MacBook Pro won't start after the latest macOS update #16
1179,@AppleSupport Podcasts app keeps crashing mid-episode. Tried reinstalling #15
1180,@AppleSupport How long does an account recovery request take? Been 3 days #16
1181,@AppleSupport Does Apple Watch Series 8 work without an iPhone nearby? #14
1182,@AppleSupport My account was disabled without warning. I never violated any terms! #14
1183,@AppleSupport Safari crashes immediately on my Mac when visiting most websites #15
1184,@AppleSupport Home button feels sticky and sometimes doesn't respond #17
1185,@AppleSupport Bought an app that doesn't work as described. How do I get a refund? #16
1186,@AppleSupport I can't log into my Apple ID! It says my account is locked. Please help!
1187,@AppleSupport Can I use Apple Pay in stores internationally? #14
1188,@AppleSupport My iPhone speaker has distortion at high volumes after iOS update #16
1189,@AppleSupport Two-factor authentication is not sending a code to my phone #16
1190,@AppleSupport Notification grouping is still messy. Needs work Apple #16
1191,@AppleSupport Touch ID stopped recognizing my fingerprint out of nowhere #16
1192,@AppleSupport I'm locked out of my account. I've tried everything and nothing works!
1193,@AppleSupport How many devices can share one Apple Music family plan? #15
1194,@AppleSupport How many devices can share one Apple Music family plan? #14
1195,@AppleSupport My AirTag shows 'Not Reachable' even though it's right next to me #15
1196,@AppleSupport I changed my phone number and now can't receive 2FA codes #17
1197,@AppleSupport Can I get a job at Apple? #16
1198,@AppleSupport Can't sign in on my new iPhone. Keep getting 'Apple ID verification failed' #15
1199,@AppleSupport URGENT: Someone has full access to my email and Apple account. Emergency!
1200,@AppleSupport I changed my phone number and now can't receive 2FA codes #16
1201,@AppleSupport AirDrop speed is incredible. Transferred 4GB in seconds #15
1202,@AppleSupport Two-factor authentication is not sending a code to my phone #15
1203,@AppleSupport Can I use my AirPods with a non-Apple device? #16
1204,@AppleSupport Home button feels sticky and sometimes doesn't respond #15
1205,@AppleSupport Can't sign in on my new iPhone. Keep getting 'Apple ID verification failed' #16
1206,@AppleSupport Find My network shows my Mac as offline even though it's on #17
1207,@AppleSupport My Apple ID is linked to an old email I no longer have access to #16
1208,@AppleSupport The Control Centre needs a major redesign. Too cluttered #15
1209,@AppleSupport App purchase failed but my card was charged. No receipt received #15
1210,@AppleSupport My iPhone 15 keeps crashing every time I open the camera!
1211,@AppleSupport Two-factor authentication is not sending a code to my phone #14
1212,@AppleSupport Bought an app that doesn't work as described. How do I get a refund? #15
1213,@AppleSupport My Apple Watch won't pair with my new iPhone 17
1214,@AppleSupport Bluetooth keeps disconnecting on my AirPods Pro every 5 minutes #15
1215,@AppleSupport Does Apple offer student discounts on MacBooks? #17
1216,@AppleSupport App Store shows error 'Cannot connect to App Store' on my iPad #14
1217,@AppleSupport My Apple ID was hacked and I cannot regain access. I'm reporting this to the police
1218,@AppleSupport I see an Apple charge on my credit card that I don't recognize #14
1219,@AppleSupport How do I transfer data from my Android to my new iPhone 16?
1220,@AppleSupport My iPhone battery drains from 100% to 0% in 3 hours since iOS update #15
1221,@AppleSupport I wish the iPhone had a USB-C port. Why stick with Lightning? #17
1222,@AppleSupport Find My network shows my Mac as offline even though it's on #15
1223,@AppleSupport Hi Apple! Can you sponsor my YouTube channel? #17
1224,@AppleSupport I'm locked out of my account. I've tried everything and nothing works!
1225,@AppleSupport My iPhone overheats significantly when charging and using Maps #17
1226,@AppleSupport I cancelled Apple Music 2 weeks ago but still getting charged #17
1227,@AppleSupport My iPhone 14 keeps crashing every time I open the camera!
1228,@AppleSupport How do I merge two Apple ID accounts? I accidentally created two #14
1229,@AppleSupport How do I enable Screen Time for my child's device? #17
1230,@AppleSupport I see an Apple charge on my credit card that I don't recognize #15
1231,@AppleSupport Password keeps getting rejected even though I know it's correct #16
1232,@AppleSupport App purchase failed but my card was charged. No receipt received #15
1233,@AppleSupport Two-factor authentication is not sending a code to my phone #17
1234,@AppleSupport iTunes gift card balance disappeared from my account #16
1235,@AppleSupport Password keeps getting rejected even though I know it's correct #15
1236,@AppleSupport The new Dynamic Island is so cool! Great design choice #16
1237,@AppleSupport Just wanted to say thank you for the quick help yesterday! #17
1238,@AppleSupport Home button feels sticky and sometimes doesn't respond #16
1239,@AppleSupport My account was disabled without warning. I never violated any terms! #16
1240,@AppleSupport I forgot my Apple ID email address and can't recover my account #14
1241,@AppleSupport I was double-billed for iCloud+ storage this month #17
1242,@AppleSupport I was double-billed for iCloud+ storage this month #16
1243,@AppleSupport Would love multi-window support on iPhone like iPad has #15
1244,@AppleSupport My iPhone battery drains from 100% to 0% in 3 hours since iOS update #17
1245,@AppleSupport How do I merge two Apple ID accounts? I accidentally created two #16
1246,@AppleSupport I see an Apple charge on my credit card that I don't recognize #17
1247,@AppleSupport Notification grouping is still messy. Needs work Apple #15
1248,@AppleSupport My subscription was renewed even after I cancelled it last month #16
1249,@AppleSupport iOS 14 update broke my WiFi. I can't connect to any network now.
1250,@AppleSupport Can I use my AirPods with a non-Apple device? #15
1251,@AppleSupport Siri stopped working after I updated to the latest iOS. Doesn't respond #15
1252,@AppleSupport Verification code not coming through even after 3 attempts #16
1253,@AppleSupport Is the iPhone 15 compatible with iOS 15?
1254,@AppleSupport Bluetooth keeps disconnecting on my AirPods Pro every 5 minutes #14
1255,@AppleSupport Stage Manager on iPad is confusing. Really needs a tutorial #14
1256,@AppleSupport My screen is unresponsive after the recent update. Had to hard reset #16
1257,"@AppleSupport Sign-in loop: enters password, goes back to login screen #16"
1258,@AppleSupport Is the M2 chip compatible with Rosetta 2 apps? #14
1259,@AppleSupport My MacBook Pro won't start after the latest macOS update #15
1260,@AppleSupport Does Apple Watch Series 8 work without an iPhone nearby? #14
1261,@AppleSupport iOS 15 update broke my WiFi. I can't connect to any network now.
1262,@AppleSupport I received a refund email but it hasn't appeared in my bank account #15
1263,@AppleSupport My Apple Watch won't pair with my new iPhone 14
1264,@AppleSupport Can't sign in on my new iPhone. Keep getting 'Apple ID verification failed' #15
1265,@AppleSupport I'm locked out of my account. I've tried everything and nothing works!
1266,@AppleSupport My account shows 'suspicious activity' but I haven't done anything #15
1267,@AppleSupport Wish Siri was smarter at context. Loses track after 2 questions #16
1268,@AppleSupport I can't log into my Apple ID! It says my account is locked. Please help!
1269,@AppleSupport I wish the iPhone had a USB-C port. Why stick with Lightning? #17
1270,@AppleSupport I see an Apple charge on my credit card that I don't recognize #17
1271,@AppleSupport My Apple Watch won't pair with my new iPhone 17
1272,@AppleSupport How do I merge two Apple ID accounts? I accidentally created two #16
1273,@AppleSupport My iPhone speaker has distortion at high volumes after iOS update #17
1274,@AppleSupport Bluetooth keeps disconnecting on my AirPods Pro every 5 minutes #16
1275,@AppleSupport Absolutely love how fast Face ID is on iPhone 17 🔥 #17
1276,@AppleSupport My account shows 'suspicious activity' but I haven't done anything #15
1277,@AppleSupport I cancelled Apple Music 2 weeks ago but still getting charged #15
1278,@AppleSupport I changed my phone number and now can't receive 2FA codes #15
1279,@AppleSupport I was charged twice for the same app purchase! Need a refund #16
1280,@AppleSupport My AirTag shows 'Not Reachable' even though it's right next to me #17
1281,@AppleSupport My subscription was renewed even after I cancelled it last month #17
1282,@AppleSupport iCloud sync stopped working — my photos aren't backing up #15
1283,@AppleSupport Shoutout to the genius bar staff at NYC 5th Ave #16
1284,@AppleSupport Find My network shows my Mac as offline even though it's on #17
1285,@AppleSupport iCloud sync stopped working — my photos aren't backing up #15
1286,@AppleSupport Would love multi-window support on iPhone like iPad has #16
1287,@AppleSupport My subscription was renewed even after I cancelled it last month #17
1288,@AppleSupport I forgot my Apple ID email address and can't recover my account #16
1289,@AppleSupport My account was disabled without warning. I never violated any terms! #16
1290,@AppleSupport My Apple ID is linked to an old email I no longer have access to #17
1291,@AppleSupport How do I enable Screen Time for my child's device? #16
1292,@AppleSupport My iPhone overheats significantly when charging and using Maps #16
1293,@AppleSupport How do I enable Screen Time for my child's device? #17
1294,@AppleSupport Can I use Apple Pay in stores internationally? #16
1295,@AppleSupport My iPhone overheats significantly when charging and using Maps #14
1296,@AppleSupport Bought an app that doesn't work as described. How do I get a refund? #17
1297,@AppleSupport How do I apply to be an Apple beta tester? #14
1298,@AppleSupport Just wanted to say thank you for the quick help yesterday! #15
1299,@AppleSupport Face ID not working in cold weather. Is this a known bug? #16
1300,@AppleSupport Home button feels sticky and sometimes doesn't respond #16
1301,@AppleSupport What countries support eSIM for iPhone 15?
1302,@AppleSupport My Apple ID password reset email never arrived. What should I do?
1303,@AppleSupport Face ID not working in cold weather. Is this a known bug? #15
1304,@AppleSupport I can't log into my Apple ID! It says my account is locked. Please help!
1305,@AppleSupport My iPhone overheats significantly when charging and using Maps #16
1306,@AppleSupport Battery life on M2 MacBook Air is unreal. Full day easily #16
1307,@AppleSupport Messages not delivering on my iPhone. Shows sent but never received #17
1308,@AppleSupport Verification code not coming through even after 3 attempts #17
1309,"@AppleSupport Sign-in loop: enters password, goes back to login screen #14"
1310,@AppleSupport Stage Manager on iPad is confusing. Really needs a tutorial #15
1311,@AppleSupport My screen is unresponsive after the recent update. Had to hard reset #15
1312,@AppleSupport I forgot my Apple ID email address and can't recover my account #14
1313,@AppleSupport Bluetooth keeps disconnecting on my AirPods Pro every 5 minutes #17
1314,@AppleSupport I'm locked out of my account. I've tried everything and nothing works!
1315,@AppleSupport When will the next macOS update be released? #14
1316,@AppleSupport Can I use Apple Pay in stores internationally? #16
1317,"@AppleSupport Sign-in loop: enters password, goes back to login screen #14"
1318,@AppleSupport My Apple ID is linked to an old email I no longer have access to #17
1319,@AppleSupport I'm locked out of my account. I've tried everything and nothing works!
1320,@AppleSupport How long does an account recovery request take? Been 3 days #16
1321,@AppleSupport Shoutout to the genius bar staff at NYC 5th Ave #15
1322,@AppleSupport Podcasts app keeps crashing mid-episode. Tried reinstalling #14
1323,@AppleSupport How do I apply to be an Apple beta tester? #14
1324,@AppleSupport App purchase failed but my card was charged. No receipt received #17
1325,@AppleSupport Is Apple Care+ worth it for iPhone 14? #14
1326,@AppleSupport Find My network shows my Mac as offline even though it's on #16
1327,@AppleSupport iCloud storage downgraded automatically but still charged full price #16
1328,@AppleSupport iTunes gift card balance disappeared from my account #15
1329,@AppleSupport Can't sign in on my new iPhone. Keep getting 'Apple ID verification failed' #16
1330,@AppleSupport My Apple Watch won't pair with my new iPhone 14
1331,@AppleSupport My iPhone battery drains from 100% to 0% in 3 hours since iOS update #15
1332,@AppleSupport What countries support eSIM for iPhone 17?
1333,@AppleSupport Wish Siri was smarter at context. Loses track after 2 questions #16
1334,@AppleSupport I see an Apple charge on my credit card that I don't recognize #15
1335,@AppleSupport Touch ID stopped recognizing my fingerprint out of nowhere #15
1336,@AppleSupport Can't sign in on my new iPhone. Keep getting 'Apple ID verification failed' #14
1337,@AppleSupport Password keeps getting rejected even though I know it's correct #16
1338,@AppleSupport My MacBook Pro won't start after the latest macOS update #16
1339,@AppleSupport iCloud storage downgraded automatically but still charged full price #14
1340,@AppleSupport Face ID not working in cold weather. Is this a known bug? #17
1341,@AppleSupport Touch ID stopped recognizing my fingerprint out of nowhere #15
1342,@AppleSupport My Apple ID password reset email never arrived. What should I do?
1343,@AppleSupport Night Mode camera is absolutely stunning. Best phone camera ever #17
1344,@AppleSupport Touch ID stopped recognizing my fingerprint out of nowhere #16
1345,@AppleSupport App Store shows error 'Cannot connect to App Store' on my iPad #14
1346,@AppleSupport How do I merge two Apple ID accounts? I accidentally created two #17
1347,@AppleSupport Safari crashes immediately on my Mac when visiting most websites #15
1348,@AppleSupport I received a refund email but it hasn't appeared in my bank account #17
1349,@AppleSupport Find My network shows my Mac as offline even though it's on #14
1350,@AppleSupport My iPhone 14 keeps crashing every time I open the camera!
1351,@AppleSupport Love the new iOS update! Dark mode looks incredible 🖤 #15
1352,@AppleSupport What's the maximum iCloud storage plan available? #15
1353,@AppleSupport iCloud sync stopped working — my photos aren't backing up #14
1354,@AppleSupport Can't sign in on my new iPhone. Keep getting 'Apple ID verification failed' #17
1355,@AppleSupport Messages not delivering on my iPhone. Shows sent but never received #14
1356,@AppleSupport Does the new iPad Pro support the Apple Pencil 2nd gen? #16
1357,@AppleSupport How long does an account recovery request take? Been 3 days #16
1358,@AppleSupport My Apple ID password reset email never arrived. What should I do?
1359,@AppleSupport I can't log into my Apple ID! It says my account is locked. Please help!
1360,@AppleSupport Would love multi-window support on iPhone like iPad has #15
1361,@AppleSupport Safari crashes immediately on my Mac when visiting most websites #17
1362,@AppleSupport Does Apple Watch Series 8 work without an iPhone nearby? #14
1363,@AppleSupport Face ID not working in cold weather. Is this a known bug? #14
1364,@AppleSupport My iPhone 17 keeps crashing every time I open the camera!
1365,@AppleSupport Verification code not coming through even after 3 attempts #15
1366,@AppleSupport You guys are amazing! Best tech support in the industry! #17
1367,@AppleSupport App Store shows error 'Cannot connect to App Store' on my iPad #17
1368,@AppleSupport Bought an app that doesn't work as described. How do I get a refund? #17
1369,@AppleSupport My account shows 'suspicious activity' but I haven't done anything #14
1370,@AppleSupport Siri stopped working after I updated to the latest iOS. Doesn't respond #15
1371,@AppleSupport Can't sign in on my new iPhone. Keep getting 'Apple ID verification failed' #14
1372,@AppleSupport I was charged twice for the same app purchase! Need a refund #17
1373,@AppleSupport Can I use my AirPods with a non-Apple device? #16
1374,@AppleSupport My iPhone 17 keeps crashing every time I open the camera!
1375,@AppleSupport Hi Apple! Can you sponsor my YouTube channel? #14
1376,@AppleSupport Battery life on M2 MacBook Air is unreal. Full day easily #16
1377,@AppleSupport My Apple Watch won't pair with my new iPhone 14
1378,@AppleSupport I'm locked out of my account. I've tried everything and nothing works!
1379,@AppleSupport Password keeps getting rejected even though I know it's correct #16
1380,@AppleSupport My Apple Watch won't pair with my new iPhone 14
1381,@AppleSupport The new Dynamic Island is so cool! Great design choice #16
1382,@AppleSupport My Apple Pay transaction failed but money left my account #16
1383,@AppleSupport I forgot my Apple ID email address and can't recover my account #16
1384,@AppleSupport My Apple Pay transaction failed but money left my account #17
1385,@AppleSupport iOS 14 update broke my WiFi. I can't connect to any network now.
1386,@AppleSupport My AirTag shows 'Not Reachable' even though it's right next to me #15
1387,@AppleSupport I forgot my Apple ID email address and can't recover my account #15
1388,@AppleSupport My iPhone speaker has distortion at high volumes after iOS update #15
1389,@AppleSupport iOS 17 update broke my WiFi. I can't connect to any network now.
1390,@AppleSupport My AirTag shows 'Not Reachable' even though it's right next to me #15
1391,@AppleSupport Would love multi-window support on iPhone like iPad has #14
1392,@AppleSupport My screen is unresponsive after the recent update. Had to hard reset #15
1393,@AppleSupport Stage Manager on iPad is confusing. Really needs a tutorial #16
1394,@AppleSupport Safari crashes immediately on my Mac when visiting most websites #16
1395,@AppleSupport My Apple ID is linked to an old email I no longer have access to #16
1396,@AppleSupport App purchase failed but my card was charged. No receipt received #16
1397,@AppleSupport How long does an account recovery request take? Been 3 days #14
1398,@AppleSupport My iPhone speaker has distortion at high volumes after iOS update #17
1399,@AppleSupport I can't log into my Apple ID! It says my account is locked. Please help!
1400,@AppleSupport Apple Pencil latency is imperceptible now. Artists will love this #17
1401,@AppleSupport My iPhone 17 keeps crashing every time I open the camera!
1402,@AppleSupport What's the maximum iCloud storage plan available? #17
1403,@AppleSupport I can't log into my Apple ID! It says my account is locked. Please help!
1404,@AppleSupport Family sharing isn't working but each member is being charged separately #15
1405,@AppleSupport Password keeps getting rejected even though I know it's correct #14
1406,@AppleSupport My iPhone battery drains from 100% to 0% in 3 hours since iOS update #15
1407,@AppleSupport Your hold music is actually pretty good lol #14
1408,@AppleSupport Purchased wrong app — can I get a refund within 24 hours? #14
1409,@AppleSupport My account shows 'suspicious activity' but I haven't done anything #14
1410,@AppleSupport Messages not delivering on my iPhone. Shows sent but never received #15
1411,@AppleSupport How do I merge two Apple ID accounts? I accidentally created two #15
1412,@AppleSupport How do I merge two Apple ID accounts? I accidentally created two #15
